id,text,amountUsed.text.curated,amountUsed.value.curated,amountUsed.position.curated,substanceUsed.text.curated,substanceUsed.value.curated,substanceUsed.position.curated,checkedBy.text.curated,checkedBy.value.curated,checkedBy.position.curated,placeOfOffense.text.curated,placeOfOffense.value.curated,placeOfOffense.position.curated,measuringDevice.text.curated,measuringDevice.value.curated,measuringDevice.position.curated,measuringMethod.text.curated,measuringMethod.value.curated,measuringMethod.position.curated,vehicleModel.text.curated,vehicleModel.value.curated,vehicleModel.position.curated,dateOfOffense.text.curated,dateOfOffense.value.curated,dateOfOffense.position.curated,measuringTime.text.curated,measuringTime.value.curated,measuringTime.position.curated,timeOfOffense.text.curated,timeOfOffense.value.curated,timeOfOffense.position.curated,vehicleType.text.curated,vehicleType.value.curated,vehicleType.position.curated,refusedTesting.text.curated,refusedTesting.value.curated,refusedTesting.position.curated,placeDetails.text.curated,placeDetails.value.curated,placeDetails.position.curated,reasonForCheck.text.curated,reasonForCheck.value.curated,reasonForCheck.position.curated,licenseStatus.text.curated,licenseStatus.value.curated,licenseStatus.position.curated,typeOfRoad.text.curated,typeOfRoad.value.curated,typeOfRoad.position.curated
115439788,"dňa 31. 10. 2022 o 20.45 hod. pod vplyvom alkoholu viedol osobné motorové vozidlo Škoda Fabia, ev.č. Q. po ceste č. II/520 v Tvrdošíne, počas toho bol na Školskej ulici pri budove vodárenskej spoločnosti zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Tvrdošín, pri kontrole sa podrobil dychovej skúške na alkohol vy dychu prístrojom AlcoQuant 6020 plus, ev. č. A409711 a bola mu namerané hodnota 0,71 mg etanolu v litri vydýchnutého vzduchu,","0,71 mg etanolu v litri",,"(406, 429)",alkoholu,alcohol,"(42, 50)",hliadkou Obvodného oddelenia PZ Tvrdošín,,"(229, 269)",,,,AlcoQuant 6020 plus,,"(343, 362)",dychovej skúške,breath,"(296, 311)",Škoda Fabia,,"(82, 93)",31. 10. 2022,,"(4, 16)",,,,20.45,,"(19, 24)",osobné motorové vozidlo,car,"(58, 81)",podrobil,FALSE,"(287, 295)",,,,,,,,,,,,
116653913,": obvinená osoba F. E. dňa 17.11.2022 pod vplyvom alkoholu v stave vylučujúcom spôsobilosť od presne nezisteného času a z presne nezisteného miesta do času najneskôr 02:06 hod. v meste Nitra po presne nezistenej cestnej pozemnej komunikácii a následne na ulici G. pred budovou P. smerom von z mesta viedla osobné motorové vozidlo značky S. C. s evidenčným číslom X.-I., ktorého vlastníkom a držiteľom je X. J., pričom s vozidlom jazdila zo strany na stranu, čím porušila povinnosť podľa ustanovenia § 9 odsek 1 zákona číslo 8/2009 Z.z. o cestnej premávke a o zmene a doplnení niektorých zákonov v platnom znení, a pri policajnej kontrole bol u obvinenej osoby v ten istý deň v čase o 02:06 hod. zistený výsledok dychovej skúšky na alkohol 0,61 mg/l,","0,61 mg/l",,"(740, 749)",alkohol,alcohol,"(732, 739)",,,,Nitra,,"(186, 191)",,,,,,,S,,"(338, 339)",17.11.2022,,"(28, 38)",02:06,,"(685, 690)",najneskôr 02:06,,"(157, 172)",osobné motorové vozidlo značky,car,"(307, 337)",,,,budovou,,"(270, 277)",,,,,,,,,
115978189,", ž e dňa 25. júna 2022 v čase od 22.32 h v obci G., okres I., v miestnej časti zvanej A. T., po miestnej komunikácii smerom k G. tunelu, po predchádzajúcom požití alkoholických nápojov, v stave vylučujúcom spôsobilosť, viedol osobné motorové vozidlo značky U. P., evidenčného čísla KE-XXXNY, čo bolo zistené počas cestnej kontroly vykonaním dychovej skúšky prostredníctvom elektronického merača typu K. XXXX plus, sériového čísla K kedy mu bola nameraná hodnota 1,07 mg/l alkoholu v dychu so stúpajúcou hodnotou,","1,07 mg/l",,"(464, 473)",alkoholických nápojov; alkoholu,alcohol; alcohol,"(165, 186); (474, 482)",,,,G.,,"(50, 52)",K.; XXXX plus,,"(402, 404); (405, 414)",dychovej skúšky,breath,"(343, 358)",U.; P.,,"(259, 261); (262, 264)",25. júna 2022,,"(11, 24)",,,,22.32,,"(35, 40)",osobné motorové vozidlo,car,"(228, 251)",vykonaním,FALSE,"(333, 342)",miestnej časti zvanej A.,,"(66, 90)",,,,,,,miestnej komunikácii,urban,"(98, 118)"
115608842,", ž e 1/ dňa 18. 7. 2022 o 1.00 hod. viedol ako vodič po Ulici I. C. Ž. R. H., v smere na obec Q. C., osobné motorové vozidlo zn. Š.-V., E.. Č.. U., kde na úrovni autobusovej zastávky pri budove č. XXXX/XXX bol zastavený a kontrolovaný hliadkou polície a následne bol podrobený toxikologickému vyšetreniu, kedy na základe odborného vyjadrenia a vypracovaného znaleckého posudku znalkyňou Ústavu Súdneho lekárstva a medicínskych expertíz, Univerzitnej nemocnice Martin, odbor zdravotníctvo a farmácia, odvetvie súdne lekárstvo a toxikológia, bola u neho vo vzorke krvi zistená koncentrácia THC 19,24 ng/ ml, kedy v takomto stave jednoznačne nebol schopný viesť a ovládať spoľahlivo a bezpečne motorové vozidlo, 2/ následne toho istého dňa o 01.30 hod. v nemocnici v Žiari nad Hronom, pri úkone toxikologického vyšetrenia, na základe výzvy dobrovoľne vydal polícii igelitový sáčok s obsahom sušeného rastlinného materiálu z rodu Cannabis o hmotnosti 0,683 g s obsahom THC v množstve minimálne 20 mg, čo zodpovedá najmenej jednej obvyklej jednorázovej dávke, pričom rastlina z rodu Cannabis je zaradená do I. skupiny omamných látok v zozname omamných a psychotropných látok, uvedených v zákone č. 139/1998 Z. z. o omamných látkach, psychotropných látkach a prípravkoch v znení neskorších predpisov,","19,24 ng/ ml",,"(594, 606)",THC,None,"(590, 593)",hliadkou polície,,"(237, 253)",,,,,,,,,,Š.,,"(131, 133)",18. 7. 2022,,"(14, 25)",,,,1.00,,"(28, 32)",osobné motorové vozidlo,car,"(103, 126)",,,,,,,,,,,,,,,
115377939,"že dňa 16. 10. 2022 v čase o 14:21 hod. v meste Zvolen po požití alkoholických nápojov viedol po ceste č. I/16 v smere od čerpacej stanice OMV do centra mesta ako zamestnanec spoločnosti Banskobystrická regionálna správa ciest, a. s., so sídlom na adrese Majerská cesta 3635/94, Banská Bystrica, IČO: 36 836 567 nákladné motorové vozidlo kategórie N3, zn. Iveco 180E, ev. číslo G. XXX A., ktoré mu bolo zverené zamestnávateľom za účelom plnenia pracovných úloh na pozícii vodiča, pričom bol na výjazde z čerpacej sanice OMV zastavený a kontrolovaný privolanou hliadkou Okresného dopravného inšpektorátu Zvolen a podrobený dychovej skúške elektronickým prístrojom AlcoQuant 6020 plus, sériové číslo A410055, pri ktorej mu bol v čase o 14:21 hod. zistený pozitívny výsledok 1,39 mg/l alkoholu v dychu a následnou opakovanou dychovou skúškou v čase o 14:52 hod. zistený pozitívny výsledok 1,50 mg/l alkoholu v dychu,","1,39 mg/l; 1,50 mg/l",,"(773, 782); (887, 896)",alkoholu,None,"(783, 791)",hliadkou Okresného dopravného inšpektorátu Zvolen a,,"(561, 612)",Zvolen,,"(49, 55)",AlcoQuant 6020 plus,,"(664, 683)",dychovej,breath,"(623, 631)",Iveco 180E,,"(357, 367)",16. 10. 2022,,"(8, 20)",14:21,,"(735, 740)",14:21,,"(30, 35)",nákladné motorové vozidlo,truck,"(313, 338)",,,,,,,privolanou,suspected_intoxication,"(550, 560)",,,,,,
115552706,"vedomý si toho, že trestným rozkazom Okresného súdu Bratislava III sp. zn.0T/18/2021 zo dňa 29.01.2021, právoplatným dňa 29.01.2021 bol uznaný vinným z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 3 písm. a) Trestného zákona, za čo mu bol uložený trest odňatia slobody v trvaní 10 mesiacov so zaradením pre výkon trestu do ústavu s minimálnym stupňom stráženia a trest zákazu činnosti viesť motorové vozidlá všetkého druhu po dobu 6 rokov, pričom z výkonu trestu odňatia slobody bol dňa 18.10.2021 podmienečne prepustený a bola mu určená skúšobná doba 3 roky, v čase o 21.17 h dňa 27.10.2022 v Bratislave, po ulici Pri Šajbách viedol osobné motorové vozidlo zn. BMW 330D, čiernej farby, P.: U. XXXRP, po spozorovaní hliadky polície prudko zvýšil rýchlosť a snažil sa skryť pri objekte vodárne, kde bol kontrolovaný hliadkou polície, ktorej sa snažil utiecť, následne bol vyzvaný k podrobeniu sa dychovej skúške na zistenie prítomnosti alkoholu v dychu, pričom elektronickým meracím prístrojom AlcoQuant 6020 plus, výrobné číslo A410128, mu bola v čase o 21.23 h nameraná hodnota 0,88 mg etanolu na liter vydýchnutého vzduchu a v čase o 21.38 h pri opakovanej dychovej skúške hodnota 0,72 mg etanolu na liter vydýchnutého vzduchu,","0,88 mg etanolu na liter; 0,72 mg etanolu na liter",,"(1097, 1121); (1201, 1225)",alkoholu,alcohol,"(953, 961)",hliadkou polície,,"(833, 849)",Bratislave,,"(612, 622)",AlcoQuant 6020 plus,,"(1011, 1030)",dychu,breath,"(964, 969)",BMW 330D,,"(680, 688)",27.10.2022,,"(599, 609)",21.38,,"(1154, 1159)",21.17,,"(587, 592)",osobné motorové vozidlo,car,"(652, 675)",,,,,,,,,,,,,,,
116282764,", ž e dňa 08.11.2022 v čase asi o 21:35 hodine v Bratislave po Slovnaftskej ulici viedol motorové vozidlo značky Mercedes-Benz Vito s ukrajinským evidenčným číslom C., kde bol kontrolovaný hliadkou Policajného zboru, pri ktorej bol v čase o 21:38 hodine podrobený dychovej skúške na prítomnosť alkoholu v dychu s pozitívnym výsledkom v nameranej hodnote obsahu alkoholu 0,61 miligramov/liter a následnou skúškou v čase o 22:07 hodine v hodnote 0,56 miligramov/liter,","0,61 miligramov/liter; 0,56 miligramov/liter",,"(371, 392); (445, 466)",alkoholu; alkoholu,alcohol; alcohol,"(295, 303); (362, 370)",hliadkou Policajného zboru,,"(190, 216)",Bratislave,,"(50, 60)",,,,dychovej skúške; dychu,breath; breath,"(265, 280); (306, 311)",Mercedes-Benz Vito,,"(114, 132)",08.11.2022,,"(11, 21)",21:38; 22:07,,"(242, 247); (422, 427)",21:35,,"(35, 40)",motorové vozidlo,car,"(90, 106)",,,,,,,,,,,,,po Slovnaftskej ulici,urban,"(61, 82)"
115373144,"po tom, čo pred jazdou požil presne nezistené množstvo a druh alkoholických nápojov, tak dňa 29.10.2022 v čase okolo 12.11 hod. v rozpore s ustanovením § 4 ods.2 písm. d), § 137 ods.2 písm. a), písm. o) zákona NR SR č. 8/2009 Z.z. o cestnej premávke riadil po ulici Dargovských hrdinov v Humennom osobné motorové vozidlo zn. G. E., ev. č. F. H., pričom bol zastavený hliadkou PMJ KR PZ Prešov, po zákonnom poučení bol podrobený dychovej skúške na prítomnosť alkoholu v dychu, pričom takto bolo zistené, že v čase o 12.11 hod. mal nameranú hladinu alkoholu v dychu 1,03 mg/l, pričom týmto hodnotám zodpovedajúce množstvo alkoholu v krvi v danom čase vylučovalo spôsobilosť obvineného pre bezpečné vedenie motorových vozidiel a tohto konania sa dopustil napriek tomu, že rozhodnutím Okresného súdu Zlín v Českej republike, zo dňa 17.12.2019, sp. zn. 34T 151/2019, ktorý nadobudol právoplatnosť dňa 8.1.2020, bol odsúdený pre trestný čin ohrozenia pod vplyvom návykovej látky podľa § 274 ods.1 Trestního zákonníka č. 40/2009 Sb.","1,03 mg/l",,"(564, 573)",alkoholu,alcohol,"(458, 466)","hliadkou PMJ KR PZ
Prešov",,"(367, 392)",,,,,,,dychovej skúške,breath,"(428, 443)",G.,,"(325, 327)",29.10.2022,,"(93, 103)",12.11,,"(515, 520)",12.11,,"(117, 122)",osobné motorové vozidlo,car,"(297, 320)",podrobený,FALSE,,,,,,,,,,,ulici Dargovských hrdinov,urban,
116003407,", ž e dňa 06.11.2022 v čase 01:15 hod. viedol po predchádzajúcom požití alkoholických nápojov v Bratislave - Lamači z výjazdu z diaľnice D2 na lamačskú cestu smerom na Hodonínsku ulicu osobné motorové vozidlo značky BMW X5 s evidenčným číslom G. (Ukrajina), kde bol zastavený a kontrolovaný hliadkou PZ a na výzvu hliadky PZ sa dobrovoľne podrobil dychove skúške na alkohol dňa 06.11.2022 v čase o 01.21 hod. s výsledkom 0,84 mg/l alkoholu v dychu, následne pri opakovanej dychovej skúške v čase o 01:43 hod. s výsledkom 0,89 mg/l alkoholu v dychu,","0,84 mg/l; 0,89 mg/l",,"(423, 432); (523, 532)",alkoholických,alcohol,"(74, 87)",hliadkou PZ; hliadky PZ,,"(293, 304); (316, 326)",Bratislave - Lamači,,"(98, 117)",,,,dychove skúške; dychu,breath; breath,"(350, 364); (544, 549)",BMW,,"(218, 221)",06.11.2022,,"(12, 22)",01.21; 01:43,,"(400, 405); (500, 505)",01:15,,"(30, 35)",osobné motorové vozidlo,car,"(187, 210)",dobrovoľne podrobil,FALSE,"(330, 349)",výjazdu z diaľnice D2,,"(120, 141)",,,,,,,diaľnice D2,motorway,"(130, 141)"
115745370,", že dňa 21.04.2022 v čase o 11.20 h v Stupave na ulici Novej viedol osobné motorové vozidlo zn. O. G., šedej farby s ev. č. NO - XXX BB, s VIN: D kde bol zastavený a kontrolovaný hliadkou OO PZ Stupava, ktorá ho podrobila dychovej skúške na alkohol prostredníctvom prístroja AlcoQuant 6020 plus s č. A409613, ktorým mu v čase o 11.20 h bola nameraná hodnota 0,91 mg/l alkoholu v dychu,","0,91 mg/l",,"(360, 369)",alkohol,alcohol,"(243, 250)",hliadkou OO PZ Stupava,,"(181, 203)",Stupave,,"(40, 47)",AlcoQuant 6020 plus,,"(277, 296)",dychovej skúške,breath,"(224, 239)",O.; G.,,"(98, 100); (101, 103)",21.04.2022,,"(10, 20)",11.20,,"(330, 335)",11.20,,"(30, 35)",osobné motorové vozidlo,car,"(70, 93)",,,,,,,,,,,,,,,
115564474,"dňa 10.07.2022 v čase okolo 01:39 hod., potom čo požil alkoholické nápoje, ktoré u neho zvýšili hladinu alkoholu v dychu na najmenej 0,65 mg/l vydychovaného vzduchu (čo predstavuje 1,35 promile), čo bolo zistené dychovou skúškou analyzátorom dychu AlcoQuant 6020 plus, výrobné číslo A409633, viedol ako vodič osobné motorové vozidlo továrenskej značky Audi 4A, šedej farby, evidenčné číslo I., a to na ulici Hlavnej v obci Rovinka, okres Senec, pričom bol zastavený a kontrolovaný hliadkou Obvodného oddelenia Policajného zboru v Miloslavove,","0,65 mg/l",,"(133, 142)",alkoholu,alcohol,"(104, 112)",hliadkou Obvodného oddelenia Policajného zboru v Miloslavove,,"(481, 541)",Rovinka,,"(423, 430)",AlcoQuant 6020 plus,,"(248, 267)",dychovou skúškou,breath,"(212, 228)",Audi 4A,,"(352, 359)",10.07.2022,,"(4, 14)",,,,01:39,,"(28, 33)",osobné motorové vozidlo,car,"(309, 332)",,,,,,,,,,,,,ulici Hlavnej,urban,
115443961,"dňa 29.10.2022 v čase o 21:20 hod. po predchádzajúcom požití alkoholických nápojov viedol osobné motorové vozidlo zn. Citroën C-Crosser, ev. č. H. XXX H. po ceste II/541 v smere od obce Kotešová, časť Buková do Bytče ovplyvnený alkoholom v čase o 21:25 hod. vo výške 1,52 mg etanolu na liter vydychovaného vzduchu (čo predstavuje 3,17 promile), opakovanou dychovou skúškou mu bola v čase o 21:51 hod. nameraná hodnota vo výške 1,54 mg etanolu na liter vydychovaného vzduchu (čo predstavuje 3,21 promile) a v čase o 22:31 hod. vo výške 1,37 mg/l etanolu na liter vydychovaného vzduchu (čo predstavuje 2,85 promile), pričom svojím konaním porušil ust. § 4 ods. 2 písm. d) Zákona č. 8/2009 Z.z. o cestnej premávke,","1,52 mg etanolu na liter; 1,54 mg etanolu na liter; 1,37 mg/l etanolu na liter",,"(267, 291); (427, 451); (535, 561)",alkoholických nápojov; alkoholom,alcohol; alcohol,"(61, 82); (228, 237)",,,,,,,,,,dychovou skúškou,breath,"(356, 372)",Citroën C-Crosser,,"(118, 135)",29.10.2022,,"(4, 14)",21:25 hod; 21:51 hod; 22:31,,"(247, 256); (390, 399); (515, 520)",21:20,,"(24, 29)","osobné
motorové vozidlo",car,"(90, 113)",nameraná,FALSE,"(401, 409)","v smere od obce Kotešová,
časť Buková do Bytče",,"(170, 216)",,,,,,,ceste II/541,class_II,"(157, 169)"
116358135,", že: dňa 26.09.2022 v čase o 17:18 hod viedol nákladné motorové vozidlo značky H.-L. Y. s evidenčným číslom J. v obci Hradište po ceste II/579 v smere od obce Skačany k ceste I/9, keďže spôsob jeho jazdy s vozidlom odôvodňoval podozrenie, že ako vodič tohto vozidla môže byť ovplyvnený návykovou látkou, bol obvinený následne v obci Hradište za pomoci svetelného a zvukového znamenia zastavovaný hliadkou Okresného dopravného inšpektorátu Partizánske, na čo obvinený nereagoval, pokyn na zastavenie vozidla neuposlúchol a v jazde pokračoval ďalej, pričom s vozidlom zastavil až pred rozostavaným rodinným domom bez popisného čísla, vedľa rodinných domov č. XX a č. XX, následne bol obvinený pri kontrole príslušníkmi Okresného dopravného inšpektorátu Partizánske vyzvaný, aby sa podrobil dychovej skúške na zistenie či nie je ovplyvnený návykovou látkou, obvinený sa dychovej skúške odmietol podrobiť, následne bol obvinený príslušníkmi PZ vyzvaný, aby sa podrobil lekárskemu vyšetreniu odberom a vyšetrením krvi na zistenie či nie je ovplyvnený návykovou látkou, ktorému sa však obvinený odmietol podrobiť, hoci by to pri vyšetrení nebolo spojené s nebezpečenstvom pre jeho zdravie",,,,,,,hliadkou Okresného dopravného inšpektorátu Partizánske,,"(397, 451)",Hradište,,"(119, 127)",,,,krvi,blood,"(1009, 1013)",H,,"(80, 81)",26.09.2022,,"(10, 20)",,,,17:18,,"(30, 35)",nákladné motorové vozidlo,truck,"(47, 72)",odmietol,TRUE,"(884, 892)",rodinných domov,,"(639, 654)",podozrenie,suspected_intoxication,"(228, 238)",,,,ceste II/579,class_II,"(131, 143)"
116070167,", ž e dňa 13.11.2022 v čase do 7.25 hod. v meste Nová Baňa po ceste III/2512, po ulici Starohutskej v smere od obce Veľká Lehota do centra mesta až po odstavnú plochu na križovatke ulíc Hviezdoslavova a Legionárska, viedol ako vodič osobné motorové vozidlo zn. Škoda Octavia, EČ: D po predchádzajúcom požití alkoholických nápojov a následnou dychovou skúškou mu bola v čase o 7.35 hod. nameraná hodnota 0,54 mg/l alkoholu v dychu,","0,54 mg/l",,"(404, 413)",alkoholických nápojov,alcohol,"(309, 330)",,,,Nová Baňa,,"(50, 59)",,,,dychovou skúškou,breath,"(343, 359)",Škoda Octavia,,"(262, 275)",13.11.2022; Veľká Lehota,,"(11, 21); (117, 129)",7.35,,"(377, 381)",7.25,,"(32, 36)",osobné motorové vozidlo,car,"(234, 257)",,,,centra mesta až po odstavnú plochu na križovatke ulíc Hviezdoslavova a Legionárska,,"(133, 215)",,,,,,,,,
116425352,"dňa 14.11.2022 v čase o 15:29 hod. viedol osobné motorové vozidlo zn. G. H. ev. č. I. v Prešove po ceste 1/18 ulici Levočskej smerom na ulicu Vlada Clementisa, kde bol z dôvodu nekoordinovanej jazdy z jednej strany vozovky na druhú zastavený a kontrolovaný hliadkou Okresného dopravného inšpektorátu Okresného riaditeľstva Policajného zboru Prešov a následne bol vyzvaný, aby sa podrobil dychovej skúške k zisteniu požitia alkoholických nápojov alebo inej návykovej látky pred alebo počas vedenia vozidla, kde počas tejto kontroly sa v čase o 15:31 hod. po zákonom poučení dobrovoľne podrobil dychovej skúške analyzátorom dychu na zistenie prítomnosti alkoholu AlcoQuant 6020 plus, číslo A410175, s pozitívnym výsledkom 0,94 mg/l (miligram etanolu na liter vydychovaného vzduchu), čo predstavuje 1,96 promile,","0,94 mg; 0,94 mg/l",,"(720, 727); (720, 729)",alkoholu; etanolu,alcohol; alcohol,"(652, 660); (740, 747)","hliadkou Okresného dopravného
inšpektorátu Okresného riaditeľstva Policajného zboru Prešov",,"(257, 347)",Prešove,,"(88, 95)",AlcoQuant 6020 plus,,"(661, 680)",dychovej skúške; dychovej skúške,breath; breath,"(388, 403); (593, 608)",G.,,"(70, 72)",14.11.2022,,"(4, 14)",15:31,,"(543, 548)",15:29,,"(24, 29)",osobné motorové vozidlo,car,"(42, 65)","dobrovoľne
podrobil",FALSE,"(573, 592)",ulici Levočskej smerom na ulicu Vlada Clementisa,,"(110, 158)","z dôvodu nekoordinovanej
jazdy z jednej strany vozovky na druhú zastavený a kontrolovaný; nekoordinovanej
jazdy z jednej strany vozovky na druhú",traffic_violation; suspected_intoxication,"(168, 256); (177, 231)",,,,v Prešove; ceste 1/18,urban; class_I,"(86, 95); (99, 109)"
116557897,"dňa 18.11.2022 v čase o 21.35 hod. viedol v stave vylučujúcom spôsobilosť, ktorý si privodil predchádzajúcim požitím alkoholických nápojov, osobné motorové vozidlo továrenskej značky I. XXX, evidenčného čísla H., od prevádzky McDonald v Poprade - Matejovciach v smere na mesto Poprad po ceste I/66, pričom hliadka sa na uvedené vozidlo mala zamerať počas výkonu služby z dôvodu, že bolo oznámené, že vodič uvedeného vozidla môže byť pod vplyvom alkoholu, kde uvedené vozidlo bolo dňa 18.11.2022 spozorované hliadkou OR PZ Poprad, kde následne bol v čase o 21.40 hod. dňa 18.11.2022 zastavený hliadkou Okresného riaditeľstva Policajného zboru Poprad za použitia svetelného výstražného znamenia, doplneného nápisom ""STOP"" na služobnom cestnom motorovom vozidle označenom príslušnosťou k Policajnému zboru na čerpacej stanici OKTAN vpravo vedľa cesty I/66 v smere na mesto Poprad pri stojane na tankovanie plynu do vozidiel, okr. Poprad, pričom kontrolou bolo u vodiča A. B. zistené predchádzajúce požitie alkoholických nápojov, ktoré zvýšili hladinu etanolu v jeho krvi najmenej na 0,79 mg/l zistenú z vydychovaného vzduchu v čase o 21.52 hod. dňa 18.11.2022,","0,79 mg/l",,"(1080, 1089)",etanolu,alcohol,"(1048, 1055)",hliadkou Okresného riaditeľstva Policajného zboru Poprad,,"(592, 648)",Matejovciach; Poprad; Poprad,,"(247, 259); (277, 283); (870, 876)",,,,vydychovaného vzduchu,breath,"(1100, 1121)",I.; XXX,,"(183, 185); (186, 189)",18.11.2022,,"(4, 14)",21.52,,"(1131, 1136)",21.35,,"(24, 29)",osobné motorové vozidlo,car,"(140, 163)",,,,prevádzky McDonald; na čerpacej stanici OKTAN,,"(216, 234); (803, 828)",môže byť pod vplyvom alkoholu,suspected_intoxication,"(424, 453)",,,,ceste I/66,class_I,"(287, 297)"
